times_s,curvature_invm,speed_mps
1.21,-0.0071908291272934875,10.07893903463583
1.22,-0.007169026390115856,9.378615089061523
1.23,-0.00714722365362026,8.678291143487236
1.24,-0.007125420917124697,7.977967197913175
1.25,-0.00708895494741245,8.18131170305234
1.26,-0.007052488977628247,8.384656208101667
1.27,-0.007016023007389321,8.588000712685465
1.28,-0.007040161847995462,9.077641213667096
1.29,-0.007064300688359066,9.567281714134214
1.3,-0.0070884395284953345,10.05692221413583
1.31,-0.007101453236904176,9.957604441927213
1.32,-0.007114466945184876,9.858286669961915
1.33,-0.007127480653692955,9.75896889799668
1.34,-0.007140494362655772,9.659651126031486
1.35,-0.007132856136709688,9.596394931640527
1.36,-0.007125217910364145,9.533138736833868
1.37,-0.007117579684245968,9.469882542027234
1.3800000000000001,-0.007050671988856688,9.766804712011666
1.3900000000000001,-0.006983764293577803,10.06372688109589
1.4000000000000001,-0.00691685659829884,10.360649051576868
1.41,-0.006840744335558771,10.7111244214394
1.42,-0.006764632073489847,11.0615997915493
1.43,-0.006688519811193545,11.412075161194052
1.44,-0.006612407547987674,11.762550531304417
1.45,-0.0064765735763746765,11.922669633705407
1.46,-0.00634073960447031,12.082788736579044
1.47,-0.0062049056323385645,12.242907839452691
1.48,-0.006189826451532145,12.969453637070503
1.49,-0.006174747270109993,13.69599943521396
1.5,-0.006159668088687848,14.422545232891748
1.51,-0.006323592931348105,12.769913792634657
1.52,-0.006487517773656628,11.11728235436956
1.53,-0.006651442616192743,9.464650916105066
1.54,-0.006815367458501291,7.812019475974001
1.55,-0.006847326684975756,8.353301645175005
1.56,-0.006879285912225793,8.89458381386145
1.57,-0.006911245139021137,9.435865983246163
1.58,-0.006891875108618175,9.342742270220688
1.59,-0.006872505078683195,9.24961855740103
1.6,-0.006853135048293461,9.156494844581474
1.61,-0.0067940414060909905,9.05884072269234
1.62,-0.006734947763259954,8.961186599697415
1.6300000000000001,-0.006675854121565772,8.863532477168098
1.6400000000000001,-0.0066167604794168475,8.765878354638684
1.6500000000000001,-0.00664580227868071,9.165570204229924
1.6600000000000001,-0.006674844077317913,9.565262054351589
1.67,-0.0067038858764098055,9.96495390400735
1.68,-0.006680651782483332,10.216448450844073
1.69,-0.0066574176880582715,10.467942998136193
1.7,-0.006634183593633245,10.7194375444973
1.71,-0.006620915151690522,11.33310514410673
1.72,-0.006607646709886994,11.946772744324338
1.73,-0.006594378268538202,12.560440344541405
1.74,-0.006581109826734639,13.174107944758454
1.75,-0.006641317630558577,12.171078180641967
1.76,-0.006701525434185146,11.168048418242897
1.77,-0.006761733238039188,10.165018655843568
1.78,-0.006799204347278437,9.477145652296421
1.79,-0.006836675457007027,8.789272648167103
1.8,-0.006874146566849371,8.101399644970119
1.81,-0.006845489120365673,8.55658956598324
1.82,-0.006816831674251397,9.011779487490612
1.83,-0.006788174228137103,9.466969408066332
1.84,-0.006759516782022744,9.922159328641824
1.85,-0.006728561020609219,10.474724110800544
1.86,-0.006697605259858488,11.027288893653251
1.87,-0.00666664949933518,11.579853676971887
1.8800000000000001,-0.006599511290661901,11.67145511617551
1.8900000000000001,-0.0065323730827849,11.763056554101746
1.9000000000000001,-0.006465234873771038,11.854657992493738
1.9100000000000001,-0.00646959612103172,12.251911280414014
1.92,-0.006473957369123982,12.649164569358774
1.93,-0.006478318616988898,13.046417857372537
1.94,-0.0064826798643991355,13.443671145852466
1.95,-0.006400877879854661,13.198447471406412
1.96,-0.006319075895763599,12.953223796723602
1.97,-0.006237273912582065,12.708000122040795
