times_s,yaw_rate_rad_per_sec,speed_mps,success
0.03333333333333333,-0.03882039005604021,15.094927077741858,True
0.06666666666666667,-0.05623499717351069,14.379353814348974,True
0.1,-0.04778029269273209,12.641978992329255,True
0.13333333333333333,-0.057191588711864395,11.893564400462823,True
0.16666666666666666,-0.051012520915476776,14.284606514204942,True
0.2,-0.07171455157386397,19.430571029278443,True
0.23333333333333334,-0.06151461604092104,15.069012248672852,True
0.26666666666666666,-0.05187185163194246,12.836990357112587,True
0.3,-0.04849174060712922,14.197753017589182,True
0.3333333333333333,-0.0589074146572402,10.723294903497662,True
0.36666666666666664,-0.05686581637368903,12.188770663313878,True
0.4,-0.06813962772125763,12.602148648713065,True
0.43333333333333335,-0.061677183619298664,13.155422692362112,True
0.4666666666666667,-0.056005264134895046,14.185509966226707,True
0.5,-0.07027656532569519,11.223796330423854,True
0.5333333333333333,-0.06154995757210791,11.870637738944227,True
0.5666666666666667,-0.07341084909458304,11.418786206005935,True
0.6,-0.05979641569008387,12.702380831733752,True
0.6333333333333333,-0.07623778109615133,11.714433651133193,True
0.6666666666666666,-0.08076187175322411,10.385175208896415,True
0.7,-0.075110981288622,11.263802857830571,True
0.7333333333333333,-0.06853369105918264,13.07911502162121,True
0.7666666666666667,-0.07086616461479721,10.465730241594894,True
0.8,-0.0717682715186299,9.738994142205899,True
0.8333333333333334,-0.08048815777912893,10.104691211181207,True
0.8666666666666667,-0.08495726393960128,9.315715956386585,True
0.9,-0.08151617304964409,9.736594529188809,True
0.9333333333333333,-0.07120485782716972,9.806506310434246,True
0.9666666666666667,-0.06698458634369302,9.206930958382104,True
1.0,-0.0729658669875164,9.239685642785604,True
1.0333333333333334,-0.07277260673116698,9.0375753177602,True
1.0666666666666667,-0.06861086922451246,9.61138471856973,True
1.1,-0.0667199149571939,10.603934308062188,True
1.1333333333333333,-0.05165309778072601,12.320194596547696,True
1.1666666666666667,-0.05560333160179833,11.557596144325935,True
1.2,-0.0683510429951002,10.889077738556278,True
1.2333333333333334,-0.07691783272646202,11.600596444426081,True
1.2666666666666666,-0.07984304752878446,10.65772210000109,True
1.3,-0.061028145472310995,10.800679906120047,True
1.3333333333333333,-0.06939147461148663,12.123893845188192,True
1.3666666666666667,-0.07633668827200245,9.479270407230699,True
1.4,-0.08679371038499074,9.35434647613011,True
1.4333333333333333,-0.07278611480623587,9.72780179639305,True
1.4666666666666666,-0.08286032451054398,10.341083832696222,True
1.5,-0.06795758540685011,9.492251745290018,True
1.5333333333333334,-0.07461353694558513,9.858358477084407,True
1.5666666666666667,-0.06446602096887269,9.970148248897068,True
1.6,-0.07230662523976013,10.816127689715495,True
1.6333333333333333,-0.05789472437717293,10.614516455558453,True
1.6666666666666667,-0.06822308913097971,10.292400686347388,True
1.7,-0.08624116773332166,10.705760542517561,True
1.7333333333333334,-0.07407663786473004,9.681273287016166,True
1.7666666666666666,-0.06696286933275597,10.414859793906894,True
1.8,-0.07842707576790628,9.736738276122919,True
1.8333333333333333,-0.09104017390907969,13.857311520388201,True
1.8666666666666667,-0.07286768128419317,11.741069382510892,True
1.9,-0.06856405466298371,10.23523325744133,True
1.9333333333333333,-0.06302318916763248,11.504306439081766,True
1.9666666666666666,-0.07374545126276791,10.781199442847761,True
2.0,-0.05245819864961883,10.950437827807315,True
